"area","tipo_vivienda","condicion_vivienda","conexion_agua","conexion_electricidad","elmininacion_basura","numero_habitaciones","total_personas","parroquia","canton"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,7,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","En construcción"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Hotel, Pensión, Residencial u Hostal"," "," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",1,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Temporal"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",6,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Hotel, Pensión, Residencial u Hostal"," "," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,5,"Puerto Ayora","Santa Cruz"
"Área urbana","Hotel, Pensión, Residencial u Hostal"," "," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Mediagua","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",1,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas ausentes"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Temporal"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",1,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas ausentes"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,6,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",1,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","En construcción"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Hotel, Pensión, Residencial u Hostal"," "," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",1,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",1,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas ausentes"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,2,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,3,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",2,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Departamento en casa o edificio","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,1,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Desocupada"," "," "," ",NA,NA,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",3,4,"Puerto Ayora","Santa Cruz"
"Área urbana","Casa/Villa","Ocupada con personas presentes","De red pública","Red de Empresa Eléctrica de servicio público","Por carro recolector",4,4,"Puerto Ayora","Santa Cruz"
